Price,Close,High,Low,Open,Volume
2015-05-27,178.9601593017578,179.19574287893792,177.32789248962266,177.7401701688589,93214000
2015-05-28,178.7582244873047,178.86759431530953,178.0598829220596,178.64884182095872,74974600
2015-05-29,177.6476287841797,178.73299512448213,177.37839589691217,178.69093671340548,124919600
2015-06-01,178.0093536376953,178.65720182924832,177.21003873923524,178.32065764761916,93338800
2015-06-02,177.8326873779297,178.53102886032383,176.91559342713748,177.54662349502306,91531000
2015-06-03,178.30384826660156,178.93487831263496,177.80744104492334,178.37115967877915,87820900
2015-06-04,176.7978515625,178.2534244018562,176.47812546292664,177.58874485828045,151882800
2015-06-05,176.494873046875,177.17638333605152,175.83018097936267,176.64631407187548,121704700
2015-06-08,175.40956115722656,176.53701151666712,175.33384061588606,176.3855575956441,89063300
2015-06-09,175.38433837890625,175.93123896565066,174.74489901356955,175.38433837890625,105034700
2015-06-10,177.4877166748047,177.8747540887915,176.09945569613197,176.1583451583656,134551300
2015-06-11,178.0598602294922,178.44688481158454,177.6980629844864,177.93364651402248,73876400
2015-06-12,176.69680786132812,177.9336276796442,176.41915312269208,177.2268771658459,135382400
2015-06-15,175.93960571289062,176.22566960968038,174.82898657710896,175.54415915742354,124384200
2015-06-16,176.89878845214844,176.98293094227796,175.61148795088383,175.78816920647776,85308200
2015-06-17,177.18482971191406,177.79904156693894,176.14994397507823,177.18482971191406,126708600
2015-06-18,179.0274658203125,179.4986329617532,177.21851779406506,177.79064565485973,165867900
2015-06-19,178.23272705078125,178.85837668128576,177.85226984202177,178.78228781969193,130478700
2015-06-22,179.145751953125,179.73757544653648,178.93438549827914,179.16266488173235,70696000
2015-06-23,179.2726287841797,179.61082296958904,178.87527158010593,179.3571805557293,68476800
2015-06-24,177.97061157226562,179.3825383915139,177.94524862168183,179.00208123196845,92307300
2015-06-25,177.42947387695312,178.60467095918568,177.35338504231885,178.47785623479524,97107400
2015-06-26,177.39566040039062,178.0382098367392,176.83764981312737,177.79301750258455,104174800
2015-06-29,173.67562866210938,177.40413691469507,173.59953981633114,175.8992084278497,202621300
2015-06-30,174.0391845703125,175.2820206460126,173.55726274876903,175.23128184838623,182925100
2015-07-01,175.43421936035156,175.88231537051007,174.63947914586998,175.62867295513246,135979900
2015-07-02,175.27357482910156,176.08522796006977,174.85084177981975,175.9161373205148,104373700
2015-07-06,174.77476501464844,175.5610423483133,173.76865822364863,173.9715747456217,117975400
2015-07-07,175.8738555908203,176.00067034107502,172.5680801591041,174.97766362025118,173820200
2015-07-08,172.92311096191406,174.80849599559775,172.68638158103823,174.52104073321766,164020100
2015-07-09,173.23597717285156,175.3073791807252,173.1260753660638,175.04527388567794,144113100
2015-07-10,175.41726684570312,175.83999980901987,173.2782390833832,175.25662625551695,129456900
2015-07-13,177.3534393310547,177.46334115890593,176.6517008727886,176.69397676078822,106069400
2015-07-14,178.1227264404297,178.4355575552552,177.2518977088139,177.31108650648883,81709600
2015-07-15,178.06361389160156,178.63007462431804,177.58169202748812,178.1650656942407,97914100
2015-07-16,179.49241638183594,179.49241638183594,178.88367989081306,179.12885932988164,106683300
2015-07-17,179.6446533203125,179.7038421462822,179.0697425006713,179.48401267929796,89030000
2015-07-20,179.7376251220703,180.23644699718167,179.41635679444664,179.87290278674774,70446800
2015-07-21,179.02745056152344,179.8644666629783,178.72308224288432,179.60236132962558,77965000
2015-07-22,178.70616149902344,179.0443556720599,178.30034139216824,178.3341543590776,88667900
2015-07-23,177.70005798339844,178.94289417741032,177.33651375425464,178.8414423740751,90509100
2015-07-24,175.85690307617188,177.86065308393265,175.51872188441652,177.80147718072897,117755000
2015-07-27,174.8339080810547,175.47647049615244,174.38581213409827,174.96073572124953,132361100
2015-07-28,176.9813690185547,177.12509666584563,174.84234143694403,175.67934437709638,123544800
2015-07-29,178.19888305664062,178.42714960168323,176.9644969466987,177.1082246271734,105791300
2015-07-30,178.2411651611328,178.41025579695912,177.05750490877153,177.68315445219628,91304400
2015-07-31,177.97061157226562,178.7738017759257,177.68315619845694,178.74843882534194,103266900
2015-08-03,177.3703155517578,177.99596506809831,176.40648477840452,177.93678915347567,113965700
2015-08-04,177.02365112304688,177.75920231471846,176.53327936167062,177.29419349782842,81820800
2015-08-05,177.60704040527344,178.65540993914453,177.31957217428248,177.92830869753067,85786800
2015-08-06,176.15286254882812,177.9029706222478,175.56102597347228,177.79305590383225,116030800
2015-08-07,175.81463623046875,176.14436742463755,174.90153148489676,175.99218975076866,117858000
2015-08-10,178.02976989746094,178.11430875133064,176.939111606014,176.939111606014,80270700
2015-08-11,176.4234161376953,177.09979162315165,175.65403886172885,176.6770585573401,126081400
2015-08-12,176.63478088378906,176.82078446292772,173.62492354978446,175.10448926515778,172123700
2015-08-13,176.4149932861328,177.1674577431149,175.86543247547942,176.47416921604824,89383300
2015-08-14,177.05752563476562,177.13361449467598,176.07678177106519,176.22050947338144,72786500
2015-08-17,178.0467071533203,178.0467071533203,175.99223067365244,176.45723961991138,79072600
2015-08-18,177.5309600830078,178.12278374623838,177.29423061771558,177.76768954830004,71692700
2015-08-19,176.1274871826172,177.55631391735295,175.30738411253319,176.7784867283554,172946000
2015-08-20,172.44969177246094,176.10209798751376,172.39050296326798,174.59716962055765,194327900
2015-08-21,167.25856018066406,172.42435856984426,166.99646775368126,170.55587281171998,346588500
2015-08-24,160.2158203125,166.96263594087952,154.21300605340497,158.51643815558,507244300
2015-08-25,158.33041381835938,165.24631917340642,158.03449557227466,165.22940624199927,369833100
2015-08-26,164.40936279296875,164.68835528604347,159.26046383460778,162.39714911037274,339257000
2015-08-27,168.47604370117188,168.60285846364087,165.04345318858753,166.57374485939872,274143900
2015-08-28,168.4844970703125,168.9579560606689,167.3346625648227,167.82503449077467,160414400
2015-08-31,167.12327575683594,168.35766188982873,166.5652650569575,167.49528289008825,163298800
2015-09-01,162.1350555419922,164.6714541225278,161.2557634762973,163.27642716275903,256000400
2015-09-02,165.21250915527344,165.25478503415124,162.68456124750995,164.54458381105036,160269300
2015-09-03,165.3308868408203,167.44455194259302,164.83206497299105,165.9311605052825,152087800
2015-09-04,162.82830810546875,163.90205363173544,161.99975496511865,163.04813754122688,207081000
2015-09-08,166.92037963867188,167.07257025758048,165.0096307400389,165.66064330272306,116025700
2015-09-09,164.6883087158203,168.64509611808094,164.31631452998232,168.51828138436196,149347700
2015-09-10,165.5845489501953,166.74283343563752,164.23179796366657,164.493890403369,158611100
2015-09-11,166.33697509765625,166.40461392152713,164.4684896779842,165.18714089342419,119691200
2015-09-14,165.71983337402344,166.56529961563513,165.22946140579373,166.514573705265,79452000
2015-09-15,167.79119873046875,168.239294706965,165.67753359575494,166.22708137046524,113806200
2015-09-16,169.24542236328125,169.4398888831814,167.74895643682652,168.09560068451904,99581600
2015-09-17,168.8649139404297,171.53658949176486,168.48445683551876,169.11010629524768,276046600
2015-09-18,166.10543823242188,168.85048742243956,165.68901437014873,166.32641053601975,223657500
2015-09-21,166.9637908935547,168.00060996144143,165.9014640510187,166.94679003307417,105726200
2015-09-22,164.7966766357422,165.26410313957095,163.64935821433156,164.7711818235206,153890900
2015-09-23,164.53317260742188,165.44251756423859,163.9467661652096,164.96659725399553,92790600
2015-09-24,163.93826293945312,164.4056893146191,161.9495903264082,163.3008668736421,159378800
2015-09-25,163.89581298828125,165.72301022152897,163.01194967176554,165.41705953009796,155054800
2015-09-28,159.78245544433594,163.0969230646322,159.4680108400387,162.9864369202651,178515900
2015-09-29,159.8759307861328,161.25271514433516,158.86459359234286,160.00341778351893,159045600
2015-09-30,162.85903930664062,163.02900909229555,160.9978396792403,161.78820501807417,163452000
2015-10-01,163.28392028808594,163.589870995786,161.32074198361886,163.2414246127105,131079000
2015-10-02,165.7230224609375,165.7485172731181,160.7258317877849,161.27824964337051,211003300
2015-10-05,168.67201232910156,168.90147856426722,166.85330924442903,166.96379538874163,126320800
2015-10-06,168.09414672851562,169.10548426723355,167.42276166424878,168.53607846137157,110274500
2015-10-07,169.47085571289062,169.8277959254269,167.83061655639113,169.03741812292472,124307300
2015-10-08,171.0006561279297,171.2896059560715,168.77400994531166,169.07996063624384,153055200
2015-10-09,171.10256958007812,171.58698375654603,170.4651736330362,171.145065236785,107069200
2015-10-12,171.26409912109375,171.46805758882246,170.74568306918692,171.17910778096825,56395600
2015-10-13,170.1847381591797,171.80797647687837,170.0147684799326,170.5246775176739,88038700
2015-10-14,169.36888122558594,170.71166386131966,169.07143750132715,170.12525739094505,99106200
2015-10-15,171.96949768066406,171.9779916281229,169.66636706916037,170.0403082430894,134142200
2015-10-16,172.75131225585938,172.76830014521803,171.60399429928006,172.3773712042971,114580100
2015-10-19,172.83636474609375,172.83636474609375,171.78254456821284,172.09698923834054,76523900
2015-10-20,172.61544799804688,173.23584354315622,172.13952741725817,172.3944885763559,78448500
2015-10-21,171.54457092285156,173.19329155091648,171.37458822680492,173.04032268590532,102038000
2015-10-22,174.44256591796875,174.6550312918682,171.5445480735519,172.50488274543443,174911700
2015-10-23,176.35479736328125,176.72873858754838,175.32647196440715,176.13383798887818,144442300
2015-10-26,175.92135620117188,176.2358008523962,175.54741501168388,176.1763172819918,69033000
2015-10-27,175.5814208984375,175.92136036901158,174.89302207355672,175.24146846000386,77905800
2015-10-28,177.5785369873047,177.60403179188353,175.2499250500653,175.9213098504011,135906700
2015-10-29,177.47659301757812,177.85053418281058,176.94968299449155,177.06866309544202,90525500
2015-10-30,176.71170043945312,177.99499963996743,176.5502376429131,177.67204811117188,131076900
2015-11-02,178.80239868164062,178.9978632374171,176.9157047109698,177.04319174393197,86270800
2015-11-03,179.32078552246094,179.8816972529688,178.21596292330074,178.4454291708463,95246100
2015-11-04,178.7769317626953,179.7457737122169,178.2330207202948,179.61829962722544,96224500
2015-11-05,178.5984344482422,179.3038212287365,177.69758310404916,178.83639469131728,78408700
2015-11-06,178.50489807128906,178.74287121414176,177.16212835575175,178.24995000369142,110471500
2015-11-09,176.83920288085938,178.03751084641274,175.8788551253346,177.884529015475,131008700
2015-11-10,177.2471160888672,177.28111781158165,176.08280995912102,176.35475890154848,75874600
2015-11-11,176.5502166748047,177.5700477887893,176.48222620482488,177.5190581782685,67846000
2015-11-12,174.0856475830078,175.9723413784113,174.0686596878124,175.49642095576158,121315200
2015-11-13,172.1309356689453,173.94114474177755,172.04595730303416,173.66919581586225,153577100
2015-11-16,174.7484893798828,174.807985899887,171.82496421514261,171.94395725515105,117645200
2015-11-17,174.62109375,175.9553699461133,174.11967843283023,175.06302548831866,121123700
2015-11-18,177.3915557861328,177.5360306593531,175.06294398877023,175.10542668194583,121342500
2015-11-19,177.23861694335938,177.66354768982254,176.94116023369224,177.27260569721923,88220500
2015-11-20,177.88455200195312,178.57293791047996,177.50211682697827,178.00353212234222,94011500
2015-11-23,177.6805419921875,178.45390606663275,177.21311559476007,177.94399697041294,64931200
2015-11-24,177.91851806640625,178.32644797341436,176.26978460876526,176.6607136540228,98874400
2015-11-25,177.8930206298828,178.24996091422446,177.62955266414372,178.0459894798045,51980100
2015-11-27,178.09695434570312,178.30092575177648,177.5020539544757,177.98646821309805,37317800
2015-11-30,177.3575897216797,178.37742087757496,177.24710358244,178.25844079218479,112822700
2015-12-01,179.0487823486328,179.16777538634514,177.71450677722248,177.9949625778551,97858400
2015-12-02,177.2216033935547,179.320762168213,176.96664237036038,178.99781067430976,108441300
2015-12-03,174.74002075195312,177.7485247082022,174.00913935487404,177.4765757758173,166224200
2015-12-04,178.1479949951172,178.445451759881,174.74005444567254,174.74005444567254,192913900
2015-12-07,177.0686798095703,178.24148006739864,176.09133113221046,177.81654924277078,102027100
2015-12-08,175.87881469726562,177.01762586461163,174.88447841223763,175.48788571401832,103372400
2015-12-09,174.51051330566406,177.34904688781734,173.52467110189752,175.23290058570166,162401500
2015-12-10,174.96096801757812,176.28674977028695,174.34057280619132,174.57853296858232,116128900
2015-12-11,171.57000732421875,173.4906892377922,171.25554981787388,172.8193045012673,211173300
2015-12-14,172.43687438964844,172.56436138148334,169.92978583116673,171.73150083315696,182385200
2015-12-15,174.24708557128906,175.16493745927306,172.41138179532106,173.96662974708372,154069600
2015-12-16,176.7967071533203,177.1026578472434,174.05165782342036,175.38593378868288,197017000
2015-12-17,174.10263061523438,177.1791251521811,174.0856297539212,177.111134674786,173092500
2015-12-18,171.00096130371094,173.488766541794,170.83852455020372,173.3519893686071,251393500
2015-12-21,172.41160583496094,172.59114466127477,171.06083152352315,172.18933147169992,99094300
2015-12-22,173.97610473632812,174.27533175610006,172.30901444982737,173.30926862172782,111026200
2015-12-23,176.13050842285156,176.1732570042813,174.8994223298739,174.99346399100511,110987200
2015-12-24,175.83984375,176.39554927493901,175.61756936704649,175.8740478366309,48539600
2015-12-28,175.43797302246094,175.48070854600942,174.35222199667845,175.13874608743194,65899900
2015-12-29,177.310302734375,177.64372082444157,176.51523384461493,176.54942488550324,92640700
2015-12-30,176.0535888671875,177.1478979684373,175.9082540990229,177.06240078949907,63317700
2015-12-31,174.2924041748047,176.01934491901875,174.2924041748047,175.3696109074986,114877900
2016-01-04,171.85589599609375,171.86444049361052,169.77843513649108,171.40278977205125,222353500
2016-01-05,172.14657592773438,172.60822667738654,171.0266335682685,172.1807669649165,110845800
2016-01-06,169.97506713867188,171.0351587570948,168.93206451439315,169.56469646860458,152112600
2016-01-07,165.89710998535156,168.79528619122763,165.50384132673645,166.99140575927893,213436100
2016-01-08,164.07611083984375,167.43595047941272,163.78544140803302,166.8717006094037,209817200
2016-01-11,164.2385711669922,165.34996902787964,162.28081142464907,165.0079934310492,187941300
2016-01-12,165.56370544433594,166.3245832405095,163.40930475656077,165.70049568848833,172330500
2016-01-13,161.4344024658203,166.5895644653227,161.04969141489357,166.23904444435354,221168900
2016-01-14,164.0846710205078,165.22171536601525,160.43417464523262,162.04997175831488,240795600
2016-01-15,160.56239318847656,161.37456392227324,158.60463371248107,159.67328284774862,324846400
2016-01-19,160.77615356445312,162.5287410883061,159.18600282723062,162.40050838572196,195244400
2016-01-20,158.71575927734375,160.2973651649848,154.75749187749216,158.18571349760876,286547800
2016-01-21,159.60488891601562,161.46860676006568,157.85230171223117,159.19453129765265,195772900
2016-01-22,162.87924194335938,163.08441424323456,161.4771746990636,162.24659691366418,168319600
2016-01-25,160.41705322265625,162.56289591984978,160.22042544081,162.36626813800353,130371700
2016-01-26,162.60565185546875,162.8877767961266,160.74193400177174,161.0838965113387,141036800
2016-01-27,160.8359832763672,163.76835041782158,159.92121330009022,162.07561373862936,185681700
2016-01-28,161.673828125,162.60568725471418,160.00673769912686,162.4005149223214,143798800
2016-01-29,165.61497497558594,165.7517652002879,162.33208785294158,162.45177603829734,210529300
2016-02-01,165.55511474609375,166.35019646659651,164.00771292348736,164.5976093188529,136061600
2016-02-02,162.5714874267578,164.11888956008042,162.04142849164316,164.11034506170472,182564900
2016-02-03,163.5460662841797,163.9564238995478,159.95540779838382,163.64010792989254,205054900
2016-02-04,163.80258178710938,164.78573399631017,162.40051432575154,163.04170395219634,139531800
2016-02-05,160.68211364746094,163.86241515647515,160.04092403749897,163.2810761717269,180788300
2016-02-08,158.5191650390625,159.11760605330596,156.2792802235931,158.8183920687021,191526700
2016-02-09,158.5276641845703,159.81860055136923,156.62119798281378,156.75798818837413,184513100
2016-02-10,158.39093017578125,161.01552610422186,158.26268443124238,159.36553782711317,148214100
2016-02-11,156.33059692382812,157.39070191282588,154.81738559522725,155.88603508392097,219058900
2016-02-12,159.55361938476562,159.57070838115334,157.270986043608,158.12590548426786,127632400
2016-02-16,162.24661254882812,162.27225908878398,160.40854094513443,161.3831485985642,120250700
2016-02-17,164.89686584472656,165.27303248572184,163.29815762049668,163.42640336358255,136009500
2016-02-18,164.2214813232422,165.23029310252636,163.9051652870858,165.17044247674752,102343000
2016-02-19,164.14450073242188,164.29837994024274,162.81937324771087,163.43491616906007,114793000
2016-02-22,166.5211944580078,166.6665291860387,165.6748195823797,165.7432146976356,103640300
2016-02-23,164.41810607910156,166.12794488751967,164.29840483927885,165.85436441655605,111455300
2016-02-24,165.1704559326172,165.4525809520524,161.8533769194873,162.97331945282755,150812200
2016-02-25,167.17095947265625,167.17951701679598,164.85413484719362,165.6235572076346,110728300
2016-02-26,166.7862548828125,168.14557386098738,166.6238180781808,168.05154523202935,129833700
2016-02-29,165.47816467285156,167.76079745984154,165.28153690184615,166.8032920931728,125918100
2016-03-01,169.3681182861328,169.453615462032,166.23910949676315,166.7178623737085,141799700
2016-03-02,170.1289825439453,170.18027562735574,168.6328734009709,169.05178865721686,102415000
2016-03-03,170.79576110839844,170.8128631454455,169.36804757322244,169.94938638250184,95172200
2016-03-04,171.35153198242188,172.13806950698134,170.1546497407671,170.99246730992544,129293600
2016-03-07,171.48834228515625,171.89871314026814,170.34275299930792,170.41969264275156,100219000
2016-03-08,169.61598205566406,170.9154630301281,169.45355834826003,170.40251928273162,123974900
2016-03-09,170.4538116455078,170.8043186390124,169.641627886693,170.43670960715562,94801200
2016-03-10,170.5906219482422,171.89866071304434,168.7440058435948,170.94969959821023,156838700
2016-03-11,173.34344482421875,173.386193401247,170.5735144452531,172.06106578357637,137964500
2016-03-14,173.12118530273438,173.58283605705947,172.49709776882082,172.83051582612097,73612000
2016-03-15,172.83908081054688,173.14685236492164,171.88157510584176,172.14659807446287,93169100
2016-03-16,173.8393096923828,174.2496804015933,172.30900968835283,172.35175826785832,129303200
2016-03-17,174.94219970703125,175.45514363351288,173.35204874936662,173.75386199988128,134278500
2016-03-18,175.6296844482422,175.9734108409539,175.13127200018522,175.44921956905964,138372400
2016-03-21,175.87881469726562,176.11083713254425,175.13120287642104,175.36322531169964,72926700
2016-03-22,175.78427124023438,176.3600198776316,174.93354424589762,175.09680567941314,97471900
2016-03-23,174.62423706054688,175.58668126304028,174.4523607852569,175.3976278500764,81052500
2016-03-24,174.54684448242188,174.58122497393586,173.36097977150158,173.58440051708004,84360900
2016-03-28,174.6499786376953,175.18275826299362,174.1945354523953,174.96792607700996,62408200
2016-03-29,176.2655029296875,176.37721985927874,173.92812776125163,174.23748662508333,92922900
2016-03-30,177.03892517089844,177.76934679226915,176.66940696406155,177.27953618879903,86365300
2016-03-31,176.60928344726562,177.37408566216794,176.4460088543676,176.94442120183365,94584100
2016-04-01,177.81231689453125,178.00137028288916,175.28588807949137,175.603848657539,114423500
2016-04-04,177.236572265625,177.94122820442374,176.92721336045048,177.7349845635349,63497000
2016-04-05,175.46636962890625,177.24517362782296,175.20856833726543,175.87884382814053,99662200
2016-04-06,177.38267517089844,177.44283448957702,175.28591049538514,175.4663753391021,91839800
2016-04-07,175.26010131835938,176.64362117280902,174.52107804618782,176.28270466021127,113859000
2016-04-08,175.7327880859375,176.89288753094402,175.19140659662506,176.4546213301404,95040600
2016-04-11,175.32028198242188,177.08190881102948,175.2257552810141,176.3772528346592,83757500
2016-04-12,176.95297241210938,177.23655246953857,175.04526156199742,175.49211617785394,115350600
2016-04-13,178.74038696289062,178.82632508616484,177.74356242710314,177.8810581794152,96336400
2016-04-14,178.7489471435547,179.25596101064806,178.39663236364075,178.80051787671937,65212900
2016-04-15,178.5513153076172,178.88645297438012,178.22476620737604,178.74895723614011,75761600
2016-04-18,179.80596923828125,179.8403366220862,177.8810679372698,178.55134337616397,82531000
2016-04-19,180.37313842773438,180.63093973100712,179.54818999204434,180.235655763332,88316100
2016-04-20,180.54501342773438,181.24965633188876,179.9348841180485,180.4161062208503,81100300
2016-04-21,179.57394409179688,180.67388392951676,179.2989525762083,180.56216698726925,85695000
2016-04-22,179.57394409179688,179.84892249506825,178.66305764296482,179.21302756182476,99251700
2016-04-25,179.2645721435547,179.30754120377716,178.34508408159536,178.96380183431359,66166500
2016-04-26,179.53099060058594,180.04659318087818,179.04976851888296,179.63410587171708,75864200
2016-04-27,179.90048217773438,180.29576606669337,178.78335216089494,179.14426866867697,77329400
2016-04-28,178.2677459716797,180.25279327960195,177.84668327746348,179.13567639817313,97216200
2016-04-29,177.3053436279297,177.99280940962174,176.18821337171997,177.6404813935607,142424100
2016-05-02,178.71458435058594,178.89503602818934,177.37403372484377,177.81228662562413,62188000
2016-05-03,177.1592254638672,177.70919536177857,176.40301193712025,177.46858435096215,106422100
2016-05-04,176.17103576660156,176.89288210096692,175.66403479723553,176.1538586272577,92243800
2016-05-05,176.13662719726562,177.00454457474711,175.7069627923569,176.64362804810182,67619200
2016-05-06,176.78109741210938,176.8240664686486,175.19993578506077,175.35460865382387,89315000
2016-05-09,176.92726135253906,177.36551445694826,176.47181799531353,176.6522828690826,74374900
2016-05-10,179.1271209716797,179.1443112225097,177.5717376357079,177.64048552670857,77472200
2016-05-11,177.45143127441406,179.20445659361243,177.45143127441406,178.6630882620338,81727000
2016-05-12,177.50296020507812,178.30214283168334,176.4803568041415,178.13026657662516,89586300
2016-05-13,175.95616149902344,177.76075723555434,175.62962546929919,177.20219875688937,96474600
2016-05-16,177.69203186035156,178.1732539544167,176.0679007367224,176.12806005463986,77486800
2016-05-17,176.03350830078125,177.7091968228574,175.50071553332148,177.4170281805091,114924900
2016-05-18,176.0850372314453,177.27950353325423,174.98509760585068,175.6811517160129,120062100
2016-05-19,175.47496032714844,175.76712900880545,174.25471485171164,175.35465480456506,115430500
2016-05-20,176.58346557617188,177.10765662634458,176.04208427993825,176.0936419058051,104990400
2016-05-23,176.3428497314453,176.88421790047636,176.15379636692163,176.6006378536908,58682600
2016-05-24,178.628662109375,178.94662266154617,177.1420270512897,177.16780586466624,93537800
2016-05-25,179.84034729003906,180.2614231624524,178.6286904200417,179.31615614777684,76621400
2016-05-26,179.89190673828125,180.2098673440507,179.57395924483006,179.9778448722337,55280700
2016-05-27,180.66529846191406,180.67388702980463,180.00361158945233,180.05516922143062,64211200
2016-05-31,180.32154846191406,181.05198317151638,179.754388318857,180.94026623391878,109879400
2016-06-01,180.69105529785156,180.87150698782457,179.50517745733717,179.70281939331764,69936200
2016-06-02,181.2410125732422,181.25818970574102,179.80593527069752,180.28715722696222,63044700
2016-06-03,180.69967651367188,181.0520045027468,179.47943107298335,180.67389769616085,101757100
2016-06-06,181.619140625,181.98005713460523,180.89729449347317,181.06056905760047,64887000
2016-06-07,181.90274047851562,182.469900715749,181.74806756598952,181.77384638474385,60974800
2016-06-08,182.4956512451172,182.62455843122532,181.9113139608406,182.04020803463197,66170900
2016-06-09,182.2464599609375,182.36676547272472,181.48165782622215,181.7566362335998,73786900
2016-06-10,180.51918029785156,181.19804417885004,179.96919736032424,180.85431795521043,113829200
2016-06-13,179.1271209716797,180.7770310187375,179.04119594216846,179.90911348045296,117751200
2016-06-14,178.7747802734375,179.37632099896817,177.8123360922981,178.74041288653333,125059300
2016-06-15,178.52557373046875,179.90909374331795,178.33652032903709,178.77477333472794,109124500
2016-06-16,179.05833435058594,179.23021059707077,176.66940138239343,178.52555470096962,149533100
2016-06-17,178.39146423339844,178.9788402095318,177.7263364647148,178.9529273388497,117055700
2016-06-20,179.54034423828125,181.06062333539822,179.45395920232323,180.37822900115134,82789600
2016-06-21,180.0500030517578,180.46462227645551,179.47989337998132,179.92907189536652,72461700
2016-06-22,179.7563018798828,180.96561335564152,179.60944467592748,180.23138005789096,95560500
2016-06-23,182.09718322753906,182.14900897843788,180.76694062594632,181.23338556454198,102731400
2016-06-24,175.5582275390625,182.13172774874164,175.10904910017956,175.8951080730984,333444400
2016-06-27,172.41404724121094,174.14164285212283,171.59342878162096,174.13299643854282,230775800
2016-06-28,175.52365112304688,175.5495639938663,173.7269507233794,174.03791835371615,159382400
2016-06-29,178.51243591308594,178.7456518022095,176.8366662655687,176.94031777184586,137328600
2016-06-30,180.94830322265625,181.00012896566975,178.42601601213357,178.98749231595642,165021900
2016-07-01,181.32838439941406,181.82075534119178,180.78418771229238,180.9483113595516,106055300
2016-07-05,180.0240478515625,180.60279061969862,179.41939221175642,180.4904927221259,109803700
2016-07-06,181.1038055419922,181.22473667714445,178.85792654001548,179.5230543736056,96021500
2016-07-07,180.9915313720703,181.95898058015496,180.214118712789,181.2852194273093,85593800
2016-07-08,183.6865692138672,183.937077919197,182.07127178907598,182.30450085046772,133971000
2016-07-11,184.3344268798828,184.91318294706036,183.94572054471695,184.15303674104206,73633900
2016-07-12,185.67333984375,185.97567435469716,184.3603634592351,185.31054633891867,101275600
2016-07-13,185.64736938476562,186.10518103557467,185.1550116310957,186.09654780498565,87324100
2016-07-14,186.68392944335938,187.15902075016933,186.28658993621295,186.92579171218898,91230900
2016-07-15,186.4333953857422,187.45266999636098,185.98421704488356,187.25400028387642,107155400
2016-07-18,186.93443298339844,187.0985566285567,186.29521804449382,186.55435994840136,58725900
2016-07-19,186.74440002441406,186.77894612802447,186.26067549083822,186.5111709884025,54345700
2016-07-20,187.52186584472656,187.76372818022668,186.74445307783455,186.74445307783455,58159500
2016-07-21,186.81349182128906,187.63409682251293,186.36431342400178,187.40951421412132,67777300
2016-07-22,187.6514129638672,187.7032387158457,186.66668413475563,186.93445930698235,62787500
2016-07-25,187.14173889160156,187.49589905980233,186.55436286868758,187.4440733143105,55873100
2016-07-26,187.2280731201172,187.5908664206275,186.37290901002058,187.03803665120685,70080500
2016-07-27,187.02943420410156,187.67728231460023,186.25200856320103,187.6081769344866,84083900
2016-07-28,187.2454376220703,187.53912568694764,186.36436024693094,186.83080522170627,65035700
2016-07-29,187.5477294921875,187.91052290020158,186.69257830919184,186.9776330970255,79519400
2016-08-01,187.39227294921875,188.00556192794247,186.93446122802834,187.60822237168617,73311400
